"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_physical_state","ros_latitude","ros_longitude","LIBNAME","STABR","LOCALE_TOP_LEVEL_DESCR","LATITUDE","LONGITUD","POPU_LSA"
"1988",NA,"IL0136",2,NA,NA,NA,NA,"GOOSE CREEK TOWNSHIP CARNEGIE LIBRARY","IL","Rural",40.12174956,-88.64519732,NA
"1989",NA,"IL0137",2,NA,NA,NA,NA,"AYER PUBLIC LIBRARY DISTRICT","IL","Rural",40.3742489,-89.54718088,NA
"1990",NA,"IL0139",4,NA,NA,NA,NA,"CREST HILL BRANCH LIBRARY","IL","Suburban",41.5700348,-88.11896434,NA
"1991",NA,"IL0139",5,NA,NA,NA,NA,"ROMEOVILLE LIBRARY","IL","Suburban",41.65448641,-88.08567905,NA
"1992",NA,"IL0139",6,NA,NA,NA,NA,"LOCKPORT BRANCH LIBRARY","IL","Suburban",41.59011315,-88.05600997,NA
"1993",NA,"IL0140",2,NA,NA,NA,NA,"DIVERNON TOWNSHIP LIBRARY","IL","Rural",39.56524881,-89.65855835,NA
"1994",NA,"IL0141",2,NA,NA,NA,NA,"DIXON PUBLIC LIBRARY","IL","Town",41.84174358,-89.48333869,NA
"1995",NA,"IL0145",2,NA,NA,NA,NA,"DOWNERS GROVE PUBLIC LIBRARY","IL","Suburban",41.79376594,-88.01118145,NA
"1996",NA,"IL0146",2,NA,NA,NA,NA,"FOX RIVER VALLEY PUBLIC LIBRARY DISTRICT","IL","Suburban",42.10382403,-88.26413664,NA
"1997",NA,"IL0146",3,NA,NA,NA,NA,"RANDALL OAKS LIBRARY","IL","Suburban",42.10899981,-88.33504914,NA
"1998",NA,"IL0147",2,NA,NA,NA,NA,"DUNLAP PUBLIC LIBRARY DISTRICT","IL","Suburban",40.85736625,-89.67353841,NA
"1999",NA,"IL0149",2,NA,NA,NA,NA,"PRAIRIE CREEK PUBLIC LIBRARY DISTRICT","IL","Town",41.08937699,-88.42788752,NA
"2000",NA,"IL0150",2,NA,NA,NA,NA,"EARLVILLE PUBLIC LIBRARY DISTRICT","IL","Rural",41.58924017,-88.92301592,NA
"2001",NA,"IL0152",2,NA,NA,NA,NA,"EAST DUBUQUE DISTRICT LIBRARY","IL","Suburban",42.49237114,-90.64251403,NA
"2002",NA,"IL0153",2,NA,NA,NA,NA,"EAST MOLINE PUBLIC LIBRARY","IL","Suburban",41.51496507,-90.44348277,NA
"2003",NA,"IL0155",2,NA,NA,NA,NA,"EDWARDSVILLE PUBLIC LIBRARY","IL","Suburban",38.81133824,-89.95430668,NA
"2004",NA,"IL0157",2,NA,NA,NA,NA,"EISENHOWER PUBLIC LIBRARY DISTRICT","IL","Suburban",41.96400986,-87.81206716,NA
"2005",NA,"IL0158",2,NA,NA,NA,NA,"ELA AREA PUBLIC LIBRARY DISTRICT","IL","Suburban",42.19483791,-88.08848481,NA
"2006",NA,"IL0159",2,NA,NA,NA,NA,"TOWN AND COUNTRY PUBLIC LIBRARY DISTRICT","IL","Suburban",41.89226751,-88.46857998,NA
"2007",NA,"IL0161",2,NA,NA,NA,NA,"ELIZABETH TOWNSHIP PUBLIC LIBRARY","IL","Rural",42.31750941,-90.22227694,NA
"2008",NA,"IL0162",2,NA,NA,NA,NA,"ELK GROVE VILLAGE PUBLIC LIBRARY","IL","Suburban",42.00135966,-88.00861072,NA
"2009",NA,"IL0163",2,NA,NA,NA,NA,"ELKHART PUBLIC LIBRARY DISTRICT","IL","Rural",40.02153152,-89.48202948,NA
"2010",NA,"IL0169",2,NA,NA,NA,NA,"EL PASO DISTRICT LIBRARY","IL","Town",40.73937659,-89.01867188,NA
"2011",NA,"IL0170",2,NA,NA,NA,NA,"ERIE PUBLIC LIBRARY DISTRICT","IL","Rural",41.65576486,-90.07869756,NA
"2012",NA,"IL0172",2,NA,NA,NA,NA,"EVANSTON PUBLIC LIBRARY","IL","City",42.04866213,-87.68058,NA
"2013",NA,"IL0172",3,NA,NA,NA,NA,"NORTH BRANCH","IL","City",42.06434136,-87.70205686,NA
"2014",NA,"IL0172",6,NA,NA,NA,NA,"CHICAGO AVENUE/MAIN STREET BRANCH","IL","City",42.03419744,-87.6794595,NA
"2015",NA,"IL0173",2,NA,NA,NA,NA,"EVANSVILLE PUBLIC LIBRARY","IL","Rural",38.0907708,-89.93661082,NA
"2016",NA,"IL0175",2,NA,NA,NA,NA,"DOMINY MEMORIAL LIBRARY","IL","Town",40.74563959,-88.513223,NA
"2017",NA,"IL0177",2,NA,NA,NA,NA,"VANCE TOWNSHIP LIBRARY","IL","Rural",40.04605868,-87.83054593,NA
"2018",NA,"IL0179",2,NA,NA,NA,NA,"FARMER CITY PUBLIC LIBRARY","IL","Rural",40.24338413,-88.64243557,NA
"2019",NA,"IL0182",2,NA,NA,NA,NA,"FLOSSMOOR PUBLIC LIBRARY","IL","Suburban",41.54402198,-87.67851662,NA
"2020",NA,"IL0183",2,NA,NA,NA,NA,"FONDULAC PUBLIC LIBRARY DISTRICT","IL","Suburban",40.67023909,-89.58609362,NA
"2021",NA,"IL0184",2,NA,NA,NA,NA,"FOREST PARK PUBLIC LIBRARY","IL","Suburban",41.87580772,-87.81431167,NA
"2022",NA,"IL0185",2,NA,NA,NA,NA,"FORREST PUBLIC LIBRARY DISTRICT","IL","Rural",40.75325756,-88.41385696,NA
"2023",NA,"IL0186",2,NA,NA,NA,NA,"FORRESTON PUBLIC LIBRARY","IL","Rural",42.12620278,-89.57920151,NA
"2024",NA,"IL0187",2,NA,NA,NA,NA,"FORSYTH PUBLIC LIBRARY","IL","Suburban",39.9332478,-88.95087854,NA
"2025",NA,"IL0188",2,NA,NA,NA,NA,"FOSSIL RIDGE PUBLIC LIBRARY DISTRICT","IL","Town",41.26019071,-88.22363177,NA
"2026",NA,"IL0188",3,NA,NA,NA,NA,"FOSSIL RIDGE PUBLIC LIBRARY DISTRICT BOOKMOBILE","IL","Town",41.26019071,-88.22363177,NA
"2027",NA,"IL0189",4,NA,NA,NA,NA,"FOUNTAINDALE PUBLIC LIBRARY DISTRICT BOOKMOBILE","IL","City",41.69824292,-88.07938014,NA
"2028",NA,"IL0189",5,NA,NA,NA,NA,"FOUNTAINDALE PUBLIC LIBRARY DISTRICT","IL","City",41.69824292,-88.07938014,NA
"2029",NA,"IL0190",2,NA,NA,NA,NA,"FOX LAKE PUBLIC LIBRARY DISTRICT","IL","Suburban",42.39361106,-88.16092113,NA
"2030",NA,"IL0191",2,NA,NA,NA,NA,"FOX RIVER GROVE PUBLIC LIBRARY DISTRICT","IL","Suburban",42.19781093,-88.22061881,NA
"2031",NA,"IL0192",2,NA,NA,NA,NA,"FRANKFORT PUBLIC LIBRARY DISTRICT","IL","Suburban",41.50591299,-87.82902258,NA
