"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category"
"1963",133027,"WI0036",2,"hildebrand memorial library","library","Yes","public library","Active","1033 Wisconsin Ave","Boscobel","WI",53805,1533,"Grant",43.1340543,-90.7055199,"Congressional District 3","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.215,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",826.73,0,826.73,1,826.73,12,9920.76,0,0,0,0,0,9920.76,0.67,6646.9092,3273.85,4771,1,NA,NA,NA,NA,9920.76,1,6646.9092,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",4005,NA,33,"Town Remote","Town","benchmark not met","under50"
"1964",133032,"WI0070",2,"cuba city public library","library","Yes","public library","Active","108 N Main St","Cuba City","WI",53807,1538,"Grant",42.6068065,-90.4306555,"Congressional District 3","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.116,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",826.73,0,826.73,1,826.73,12,9920.76,0,0,0,0,0,9920.76,0.67,6646.9092,3273.85,2000,1,NA,NA,NA,NA,9920.76,1,6646.9092,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",2488,NA,42,"Rural Distant","Rural","benchmark not met","under50"
"1965",133038,"WI0165",2,"schreiner memorial library","library","Yes","public library","Active","113 W Elm St","Lancaster","WI",53813,1202,"Grant",42.8504339,-90.7099222,"Congressional District 3","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.455,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",826.73,0,826.73,1,826.73,12,9920.76,0,0,0,0,0,9920.76,0.67,6646.9092,3273.85,9020,1,NA,NA,NA,NA,9920.76,1,6646.9092,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",9856,NA,32,"Town Distant","Town","benchmark not met","under50"
"1966",133044,"WI0262",2,"prairie du chien mem library","library","Yes","public library","Active","125 S Wacouta Ave","Pr Du Chien","WI",53821,1632,"Crawford",43.050855,-91.1450914,"Congressional District 3","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.418,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps",1502.18,0,1502.18,1,1502.18,12,18026.16,0,0,0,0,0,18026.16,0.67,12077.5272,5948.63,5100,1,NA,NA,NA,NA,18026.16,1,12077.5272,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",11888,NA,33,"Town Remote","Town","benchmark met","under50"
"1967",133049,"WI0259",2,"portage public library","library","Yes","public library","Active","253 W Edgewater St","Portage","WI",53901,2117,"Columbia",43.538507,-89.462679,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.411,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",2000,"Mbps",2000,"Mbps",4008.5,0,4008.5,1,4008.5,12,48102,0,0,0,0,0,48102,0.67,32228.34,15873.66,24500,1,NA,NA,NA,NA,48102,1,32228.34,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",2000,2000,"gigabit","gigabit",17501,NA,32,"Town Distant","Town","benchmark met","under50"
"1968",133051,"WI0002",2,"adams county library","library","Yes","public library","Active","569 N Cedar St","Adams","WI",53910,9800,"Adams",43.96671,-89.822609,"Congressional District 3","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.002,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",976.08,0,976.08,1,976.08,12,11712.96,0,0,0,0,0,11712.96,0.67,7847.6832,3865.28,7300,1,NA,NA,NA,NA,11712.96,1,7847.6832,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",18063,NA,43,"Rural Remote","Rural","benchmark met","under50"
"1969",133052,"WI0018",2,"carnegie-schadde memorial public library","library","Yes","public library","Active","230 4th Ave","Baraboo","WI",53913,2118,"Sauk",43.471187,-89.745642,"Congressional District 2","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.082,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",770.61,0,770.61,1,770.61,12,9247.32,0,0,0,0,0,9247.32,0.67,6195.7044,3051.62,15000,1,NA,NA,NA,NA,9247.32,1,6195.7044,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",20600,NA,32,"Town Distant","Town","benchmark met","under50"
"1970",133055,"WI0022",2,"beaver dam community library","library","Yes","public library","Active","311 N Spring St","Beaver Dam","WI",53916,2043,"Dodge",43.4591912,-88.8363018,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.592,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",795.66,0,795.66,1,795.66,12,9547.92,0,0,0,0,0,9547.92,0.67,6397.1064,3150.81,26000,1,NA,NA,NA,NA,9547.92,1,6397.1064,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",30647,NA,32,"Town Distant","Town","benchmark met","under50"
"1971",133058,"WI0049",2,"jane morgan memorial library","library","Yes","public library","Active","109 W Edgewater St","Cambria","WI",53923,8870,"Columbia",43.543307,-89.108594,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.241,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",721.5,0,721.5,1,721.5,12,8658,0,0,0,0,0,8658,0.67,5800.86,2857.14,1795,1,NA,NA,NA,NA,8658,1,5800.86,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",2037,NA,42,"Rural Distant","Rural","benchmark not met","under50"
"1972",133062,"WI0066",2,"columbus public library","library","Yes","public library","Active","223 W James St","Columbus","WI",53925,1572,"Columbia",43.3390907,-89.016348,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.107,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",770.61,0,770.61,1,770.61,12,9247.32,0,0,0,0,0,9247.32,0.67,6195.7044,3051.62,6200,1,NA,NA,NA,NA,9247.32,1,6195.7044,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",9561,NA,32,"Town Distant","Town","benchmark met","under50"
"1973",133064,"WI0097",2,"elroy public library","library","Yes","public library","Active","501 2nd Main St","Elroy","WI",53929,1255,"Juneau",43.741036,-90.2724427,"Congressional District 3","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.157,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",850.95,0,850.95,1,850.95,12,10211.4,0,0,0,0,0,10211.4,0.67,6841.638,3369.76,7800,1,NA,NA,NA,NA,10211.4,1,6841.638,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",2209,NA,42,"Rural Distant","Rural","benchmark not met","under50"
"1974",133065,"WI0098",2,"endeavor public library","library","Yes","public library","Active","413 N Academy Blvd","Endeavor","WI",53930,9644,"Columbia",43.7161317,-89.4694501,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.159,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",746.56,0,746.56,1,746.56,12,8958.72,0,0,0,0,0,8958.72,0.67,6002.3424,2956.38,1716,1,NA,NA,NA,NA,8958.72,1,6002.3424,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",959,NA,42,"Rural Distant","Rural","benchmark not met","under50"
"1975",133067,"WI0106",2,"fox lake public library","library","Yes","public library","Active","117 E State St","Fox Lake","WI",53933,NA,"Fond Du Lac",43.565993,-88.9053448,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.177,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",746.56,0,746.56,1,746.56,12,8958.72,0,0,0,0,0,8958.72,0.67,6002.3424,2956.38,2400,1,NA,NA,NA,NA,8958.72,1,6002.3424,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",2554,NA,42,"Rural Distant","Rural","benchmark not met","under50"
"1976",133068,"WI0154",2,"mill pond public library","library","Yes","public library","Active","South Street","Kingston","WI",53939,NA,"Green Lake",43.65453,-89.204822,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.322,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",826.52,0,826.52,1,826.52,12,9918.24,0,0,0,0,0,9918.24,0.67,6645.2208,3273.02,3200,1,NA,NA,NA,NA,9918.24,1,6645.2208,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",2079,NA,43,"Rural Remote","Rural","benchmark not met","under50"
"1977",133069,"WI0168",2,"lavalle public library","library","Yes","public library","Active","101 W Main St # 7","La Valle","WI",53941,9564,"Sauk",43.5817929,-90.1300971,"Congressional District 2","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.28,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",721.5,0,721.5,1,721.5,12,8658,0,0,0,0,0,8658,0.67,5800.86,2857.14,1052,1,NA,NA,NA,NA,8658,1,5800.86,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",945,NA,42,"Rural Distant","Rural","benchmark not met","under50"
"1978",133072,"WI0185",2,"mauston public library","library","Yes","main branch, public library","Active","133 E State St","Mauston","WI",53948,1344,"Juneau",43.7972357,-90.0760831,"Congressional District 3","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.309,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",795.66,0,795.66,1,795.66,12,9547.92,0,0,0,0,0,9547.92,0.67,6397.1064,3150.81,29976,1,NA,NA,NA,NA,9547.92,1,6397.1064,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",11619,NA,33,"Town Remote","Town","benchmark met","under50"
"1979",133074,"WI0205",2,"montello public library","library","Yes","main branch, public library","Active","128 Lake City","Montello","WI",53949,NA,"Marquette",43.7920732,-89.3312136,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.332,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps",1198.54,0,1198.54,1,1198.54,12,14382.48,0,0,0,0,0,14382.48,0.67,9636.2616,4746.22,3312,1,NA,NA,NA,NA,14382.48,1,9636.2616,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",4610,NA,43,"Rural Remote","Rural","benchmark met","under50"
"1980",133077,"WI0221",2,"new lisbon memorial library","library","Yes","main branch, public library","Active","115 W Park St","New Lisbon","WI",53950,1250,"Juneau",43.8773527,-90.1665609,"Congressional District 3","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.352,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps",1200.55,0,1200.55,1,1200.55,12,14406.6,0,0,0,0,0,14406.6,0.67,9652.422,4754.18,4770,1,NA,NA,NA,NA,14406.6,1,9652.422,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",6703,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1981",133078,"WI0225",2,"north freedom public library","library","Yes","main branch, public library","Active","103 N Maple St","North Freedom","WI",53951,9667,"Sauk",43.4603449,-89.8669976,"Congressional District 2","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.36,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",721.5,0,721.5,1,721.5,12,8658,0,0,0,0,0,8658,0.67,5800.86,2857.14,1196,1,NA,NA,NA,NA,8658,1,5800.86,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",1343,NA,42,"Rural Distant","Rural","benchmark not met","under50"
"1982",133079,"WI0242",2,"oxford public library","library","Yes","main branch, public library","Active","129 S Franklin Ave","Oxford","WI",53952,NA,"Juneau",43.7807177,-89.5729286,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.385,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps",1200.55,0,1200.55,1,1200.55,12,14406.6,0,0,0,0,0,14406.6,0.67,9652.422,4754.18,1024,1,NA,NA,NA,NA,14406.6,1,9652.422,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",1479,NA,43,"Rural Remote","Rural","benchmark met","under50"
"1983",133080,"WI0243",2,"packwaukee public library","library","Yes","main branch, public library","Active","Walnut St","Packwaukee","WI",53953,NA,"Columbia",43.7650229,-89.4576981,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.386,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",746.56,0,746.56,1,746.56,12,8958.72,0,0,0,0,0,8958.72,0.67,6002.3424,2956.38,1000,1,NA,NA,NA,NA,8958.72,1,6002.3424,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",1792,NA,43,"Rural Remote","Rural","benchmark not met","under50"
"1984",133081,"WI0245",2,"angie williams cox library","library","Yes","main branch, public library","Active","119 N Main St","Pardeeville","WI",53954,8005,"Columbia",43.5370614,-89.3005573,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.014,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",721.5,0,721.5,1,721.5,12,8658,0,0,0,0,0,8658,0.67,5800.86,2857.14,4992,1,NA,NA,NA,NA,8658,1,5800.86,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",3318,NA,42,"Rural Distant","Rural","benchmark not met","under50"
"1985",133085,"WI0269",2,"hutchinson memorial library","library","Yes","main branch, public library","Active","228 N High St","Randolph","WI",53956,1216,"Columbia",43.5397541,-89.0065986,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.23,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",746.56,0,746.56,1,746.56,12,8958.72,0,0,0,0,0,8958.72,0.67,6002.3424,2956.38,10068,1,NA,NA,NA,NA,8958.72,1,6002.3424,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",2974,NA,42,"Rural Distant","Rural","benchmark not met","under50"
"1986",133088,"WI0272",2,"reedsburg public library","library","Yes","main branch, public library","Active","370 Vine St","Reedsburg","WI",53959,1916,"Sauk",43.5308053,-90.0055421,"Congressional District 2","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.429,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1000,"Mbps",1000,"Mbps",893.66,0,893.66,1,893.66,12,10723.92,0,0,0,0,0,10723.92,0.67,7185.0264,3538.89,15400,1,NA,NA,NA,NA,10723.92,1,7185.0264,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",1000,1000,"gigabit","gigabit",16658,NA,32,"Town Distant","Town","benchmark met","under50"
"1987",133091,"WI0282",2,"rock springs public library","library","Yes","main branch, public library","Active","108 E Broadway","Rock Springs","WI",53961,NA,"Sauk",43.4781482,-89.9158822,"Congressional District 2","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.443,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",770.43,0,770.43,1,770.43,12,9245.16,0,0,0,0,0,9245.16,0.67,6194.2572,3050.9,1580,1,NA,NA,NA,NA,9245.16,1,6194.2572,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",484,NA,42,"Rural Distant","Rural","benchmark met","under50"
"1988",133091,"WI0282",2,"rock springs public library","library","Yes","main branch, public library","Active","108 E Broadway","Rock Springs","WI",53961,NA,"Sauk",43.4781482,-89.9158822,"Congressional District 2","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.444,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",50,"Mbps",50,"Mbps",745.56,0,745.56,1,745.56,12,8946.72,0,0,0,0,0,8946.72,0.67,5994.3024,2952.42,1580,1,NA,NA,NA,NA,8946.72,1,5994.3024,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",50,50,"underserved","not_gigabit",484,NA,42,"Rural Distant","Rural","benchmark not met","under50"
"1989",133092,"WI0340",2,"waupun public library","library","Yes","public library","Active","120 S Mill St","Waupun","WI",53963,NA,"Fond Du Lac",43.6318949,-88.7313562,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.534,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",795.66,0,795.66,1,795.66,12,9547.92,0,0,0,0,0,9547.92,0.67,6397.1064,3150.81,25647,1,NA,NA,NA,NA,9547.92,1,6397.1064,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",13419,NA,32,"Town Distant","Town","benchmark met","under50"
"1990",133096,"WI0359",2,"kilbourn public library","library","Yes","main branch, public library","Active","620 Elm St","Wisc Dells","WI",53965,1590,"Columbia",43.625374,-89.771515,"Congressional District 6","Rural",NA,NA,NA,NA,199528,"Teach Wisconsin","consortium","Po Box 7844, 101 East Wilson Street, 8th. Floor","Madison","WI",53702,"Congressional District 2",2022,221000367,2299000205,2299000205.259,"In-Window","Committed","Funded","FCDL Issued","Wisconsin Bell, Inc.",143001856,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",770.61,0,770.61,1,770.61,12,9247.32,0,0,0,0,0,9247.32,0.67,6195.7044,3051.62,22636,1,NA,NA,NA,NA,9247.32,1,6195.7044,NA,2020,"Data connection(s) for an applicant’s hub site to an Internet Service Provider or state/regional network where Internet access service is billed separately","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",6885,NA,32,"Town Distant","Town","benchmark met","under50"
