"","FSCSKEY","FSCS_SEQ","LIBID","LIBNAME","ADDRESS","CITY","STABR","ZIP","C_ADMIN","C_OUT_TY","LATITUDE","LONGITUD","PLS_YEAR","n","ros_entity_number"
"1579","IL0254",2,"3036500","ILLIOPOLIS/NIANTIC PUBLIC LIBRARY DISTRICT","401 SIXTH AND MARY STREET","ILLIOPOLIS","IL",62539,NA,"CE",39.85334006,-89.24072995,2020,1,NA
"1580","IL0255",2,"3036700","INDIAN TRAILS PUBLIC LIBRARY DISTRICT","355 SOUTH SCHOENBECK ROAD","WHEELING","IL",60090,NA,"CE",42.13275337,-87.94648598,2020,1,NA
"1581","IL0255",4,"3036701","PROSPECT HEIGHTS CONVENIENCE CENTER","99 EAST PALATINE ROAD, SUITE A","PROSPECT HEIGHTS","IL",60070,NA,"BR",42.10917304,-87.89156566,2020,1,NA
"1582","IL0258",2,"3037100","JERSEYVILLE PUBLIC LIBRARY","105 NORTH LIBERTY STREET","JERSEYVILLE","IL",62052,NA,"CE",39.11848398,-90.33070627,2020,1,NA
"1583","IL0260",2,"3037400","JOHNSTON CITY PUBLIC LIBRARY","506 WASHINGTON AVENUE","JOHNSTON CITY","IL",62951,NA,"CE",37.81615299,-88.92669751,2020,1,NA
"1584","IL0262",2,"3037600","JONESBORO PUBLIC LIBRARY","412 SOUTH MAIN STREET","JONESBORO","IL",62952,NA,"CE",37.4478842,-89.26832405,2020,1,NA
"1585","IL0263",2,"3037800","JUSTICE PUBLIC LIBRARY DISTRICT","7641 SOUTH OAK GROVE AVENUE","JUSTICE","IL",60458,NA,"CE",41.7514471,-87.8407528,2020,1,NA
"1586","IL0264",2,"3037900","KANEVILLE PUBLIC LIBRARY DISTRICT","2S101 HARTER ROAD","KANEVILLE","IL",60144,NA,"CE",41.83526672,-88.52211285,2020,1,NA
"1587","IL0265",2,"3038000","KANKAKEE PUBLIC LIBRARY","201 EAST MERCHANT STREET","KANKAKEE","IL",60901,NA,"CE",41.11907856,-87.86406374,2020,1,NA
"1588","IL0266",2,"3038100","KANSAS COMMUNITY MEMORIAL LIBRARY","107 NORTH FRONT STREET","KANSAS","IL",61933,NA,"CE",39.55324869,-87.93958013,2020,1,NA
"1589","IL0268",2,"3038400","KIRKLAND PUBLIC LIBRARY","513 WEST MAIN STREET","KIRKLAND","IL",60146,NA,"CE",42.09271691,-88.85024491,2020,1,NA
"1590","IL0270",2,"3038700","LACON PUBLIC LIBRARY DISTRICT","205 SIXTH STREET","LACON","IL",61540,NA,"CE",41.02583856,-89.41184206,2020,1,NA
"1591","IL0271",2,"3038800","LADD PUBLIC LIBRARY DISTRICT","125 NORTH MAIN STREET","LADD","IL",61329,NA,"CE",41.38229165,-89.21911587,2020,1,NA
"1592","IL0273",2,"3039000","LAGRANGE PUBLIC LIBRARY","10 WEST COSSITT AVENUE","LA GRANGE","IL",60525,NA,"CE",41.81234246,-87.86999902,2020,1,NA
"1593","IL0274",2,"3038900","LAGRANGE PARK PUBLIC LIBRARY DISTRICT","555 NORTH LA GRANGE ROAD","LA GRANGE PARK","IL",60526,NA,"CE",41.82473582,-87.87189962,2020,1,NA
"1594","IL0275",2,"3039100","LAHARPE CARNEGIE PUBLIC LIBRARY DISTRICT","209 EAST MAIN STREET","LAHARPE","IL",61450,NA,"CE",40.58343807,-90.96697436,2020,1,NA
"1595","IL0276",2,"3039200","LAKE BLUFF PUBLIC LIBRARY","123 EAST SCRANTON AVENUE","LAKE BLUFF","IL",60044,NA,"CE",42.27945838,-87.84307559,2020,1,NA
"1596","IL0277",2,"3039300","LAKE FOREST LIBRARY","360 EAST DEERPATH ROAD","LAKE FOREST","IL",60045,NA,"CE",42.25167858,-87.83773215,2020,1,NA
"1597","IL0278",2,"3039400","LAKE VILLA PUBLIC LIBRARY DISTRICT","140 NORTH MUNN ROAD","LINDENHURST","IL",60046,NA,"CE",42.41776066,-88.0490814,2020,1,NA
"1598","IL0279",2,"3039500","LAMOILLE-CLARION PUBLIC LIBRARY DISTRICT","81 MAIN STREET","LAMOILLE","IL",61330,NA,"CE",41.53197207,-89.2800491,2020,1,NA
"1599","IL0281",2,"3039600","LANARK PUBLIC LIBRARY","111-B SOUTH BROAD STREET","LANARK","IL",61046,NA,"CE",42.10192357,-89.83284967,2020,1,NA
"1600","IL0285",2,"3040000","LEBANON PUBLIC LIBRARY DISTRICT","314 WEST SAINT LOUIS STREET","LEBANON","IL",62254,NA,"CE",38.60387842,-89.81117948,2020,1,NA
"1601","IL0286",2,"3040200","LEMONT PUBLIC LIBRARY DISTRICT","50 EAST WEND STREET","LEMONT","IL",60439,NA,"CE",41.65869128,-88.00360949,2020,1,NA
"1602","IL0287",2,"3040300","LENA COMMUNITY DISTRICT LIBRARY","300 WEST MASON STREET","LENA","IL",61048,NA,"CE",42.37899667,-89.82768982,2020,1,NA
"1603","IL0289",2,"3040500","LEXINGTON PUBLIC LIBRARY DISTRICT","207 SOUTH CEDAR STREET","LEXINGTON","IL",61753,NA,"CE",40.63996064,-88.78323721,2020,1,NA
"1604","IL0290",2,"3040800","LINCOLN PUBLIC LIBRARY DISTRICT","725 PEKIN STREET","LINCOLN","IL",62656,NA,"CE",40.14712292,-89.36092494,2020,1,NA
"1605","IL0290",3,"3040801","ANNEX BRANCH","622 BROADWAY STREET","LINCOLN","IL",62656,NA,"BR",40.14663221,-89.36218286,2020,1,NA
"1606","IL0292",2,"3041000","LISLE LIBRARY DISTRICT","777 FRONT STREET","LISLE","IL",60532,NA,"CE",41.79683531,-88.06694944,2020,1,NA
"1607","IL0293",2,"3041100","LITCHFIELD PUBLIC LIBRARY DISTRICT","400 NORTH STATE STREET","LITCHFIELD","IL",62056,NA,"CE",39.17769907,-89.6553625,2020,1,NA
"1608","IL0294",2,"3000100","A. HERR SMITH & E.E. SMITH LODA TOWNSHIP LIBRARY","105 EAST ADAMS STREET","LODA","IL",60948,NA,"CE",40.51752672,-88.07012484,2020,1,NA
"1609","IL0295",2,"3034000","HELEN M. PLUM MEMORIAL PUBLIC LIBRARY DISTRICT","110 WEST MAPLE STREET","LOMBARD","IL",60148,NA,"CE",41.88395044,-88.02033323,2020,1,NA
"1610","IL0296",2,"3041300","LOSTANT COMMUNITY LIBRARY","102 WEST THIRD STREET","LOSTANT","IL",61334,NA,"CE",41.14170442,-89.06028384,2020,1,NA
"1611","IL0298",2,"3041700","LYONS PUBLIC LIBRARY","4209 JOLIET AVENUE","LYONS","IL",60534,NA,"CE",41.81495099,-87.82084251,2020,1,NA
"1612","IL0300",2,"3044600","MCCOOK PUBLIC LIBRARY DISTRICT","8419 WEST 50TH STREET","MCCOOK","IL",60525,NA,"CE",41.80032,-87.8309412,2020,1,NA
"1613","IL0301",2,"3044800","MCHENRY PUBLIC LIBRARY DISTRICT","809 FRONT STREET","MCHENRY","IL",60050,NA,"CE",42.33914332,-88.27463489,2020,1,NA
"1614","IL0302",2,"3044900","RIVER EAST PUBLIC LIBRARY","813 WEST IL ROUTE 120","MCHENRY","IL",60051,NA,"CE",42.33488292,-88.21364733,2020,1,NA
"1615","IL0303",2,"3041900","MACKINAW DISTRICT PUBLIC LIBRARY","117 SOUTH MAIN STREET","MACKINAW","IL",61755,NA,"CE",40.53608103,-89.35915979,2020,1,NA
"1616","IL0304",2,"3047700","MOUNT HOPE-FUNK'S GROVE TOWNSHIPS PUBLIC LIBRARY DISTRICT","111 SOUTH HAMILTON STREET","MCLEAN","IL",61754,NA,"CE",40.31477699,-89.17108749,2020,1,NA
"1617","IL0305",2,"3044700","MCCOY MEMORIAL LIBRARY","130 SOUTH WASHINGTON STREET","MCLEANSBORO","IL",62859,NA,"CE",38.09333966,-88.53664181,2020,1,NA
"1618","IL0306",2,"3042000","MACOMB PUBLIC LIBRARY DISTRICT","235 SOUTH LAFAYETTE STREET","MACOMB","IL",61455,NA,"CE",40.45665696,-90.67173842,2020,1,NA
"1619","IL0307",2,"3062300","SOUTH MACON PUBLIC LIBRARY DISTRICT","451 WEST GLENN STREET","MACON","IL",62544,NA,"CE",39.70739311,-89.00652793,2020,1,NA
"1620","IL0310",2,"3042300","MALTA TOWNSHIP PUBLIC LIBRARY","203 EAST ADAMS STREET","MALTA","IL",60150,NA,"CE",41.92981672,-88.86321138,2020,1,NA
"1621","IL0311",2,"3042400","MANHATTAN-ELWOOD PUBLIC LIBRARY DISTRICT","240 WHITSON STREET","MANHATTAN","IL",60442,NA,"CE",41.42124672,-87.98400665,2020,1,NA
"1622","IL0312",2,"3042500","FORMAN VALLEY PUBLIC LIBRARY DISTRICT","404 1/2 SOUTH HARRISON STREET","MANITO","IL",61546,NA,"CE",40.42107771,-89.78030607,2020,1,NA
"1623","IL0313",2,"3005600","BLUE RIDGE TOWNSHIP PUBLIC LIBRARY","116 EAST OLIVER STREET","MANSFIELD","IL",61854,NA,"CE",40.21143273,-88.5060657,2020,1,NA
"1624","IL0315",2,"3042700","MAPLE PARK PUBLIC LIBRARY DISTRICT","302 WILLOW STREET","MAPLE PARK","IL",60151,NA,"CE",41.90609916,-88.59989406,2020,1,NA
"1625","IL0317",2,"3042900","MARENGO-UNION PUBLIC LIBRARY DISTRICT","19714 EAST GRANT HIGHWAY","MARENGO","IL",60152,NA,"CE",42.23803233,-88.58252399,2020,1,NA
"1626","IL0320",3,"3001401","MARKHAM PUBLIC LIBRARY BOOKMOBILE","16640 SOUTH KEDZIE AVENUE","MARKHAM","IL",60428,NA,"BS",41.58659698,-87.69457744,2020,1,NA
"1627","IL0322",2,"3043300","MARQUETTE HEIGHTS PUBLIC LIBRARY","715 LINCOLN ROAD","MARQUETTE HEIGHTS","IL",61554,NA,"CE",40.61647697,-89.60186299,2020,1,NA
"1628","IL0323",2,"3043400","MARROWBONE PUBLIC LIBRARY DISTRICT","216 WEST MAIN STREET","BETHANY","IL",61914,NA,"CE",39.64545927,-88.74013168,2020,1,NA
"1629","IL0326",2,"3043800","MARTINSVILLE PUBLIC LIBRARY DISTRICT","120 EAST CUMBERLAND STREET","MARTINSVILLE","IL",62442,NA,"CE",39.33359212,-87.88120027,2020,1,NA
"1630","IL0328",2,"3044000","MASON CITY PUBLIC LIBRARY DISTRICT","820 WEST CHESTNUT STREET","MASON CITY","IL",62664,NA,"CE",40.20230297,-89.70789601,2020,1,NA
"1631","IL0330",2,"3044400","MATTOON PUBLIC LIBRARY","1600 CHARLESTON AVENUE","MATTOON","IL",61938,NA,"CE",39.48156754,-88.37426203,2020,1,NA
"1632","IL0333",2,"3045100","MELVIN PUBLIC LIBRARY","102 SOUTH CENTER STREET","MELVIN","IL",60952,NA,"CE",40.56856639,-88.24959158,2020,1,NA
"1633","IL0335",2,"3045200","EDWARDS RIVER PUBLIC LIBRARY DISTRICT","412 EAST MAIN STREET","ALEDO","IL",61231,NA,"CE",41.20157739,-90.74553068,2020,1,NA
"1634","IL0337",2,"3045500","MIDLOTHIAN PUBLIC LIBRARY","14701 SOUTH KENTON AVENUE","MIDLOTHIAN","IL",60445,NA,"CE",41.62488723,-87.73237479,2020,1,NA
"1635","IL0338",2,"3045700","MILFORD DISTRICT LIBRARY","2 SOUTH GRANT AVENUE","MILFORD","IL",60953,NA,"CE",40.62834036,-87.69315217,2020,1,NA
"1636","IL0339",2,"3072500","MILLEDGEVILLE PUBLIC LIBRARY DISTRICT","18 WEST FIFTH STREET","MILLEDGEVILLE","IL",61051,NA,"CE",41.96388121,-89.77484849,2020,1,NA
"1637","IL0340",2,"3045900","MILLSTADT LIBRARY","115 WEST LAUREL STREET","MILLSTADT","IL",62260,NA,"CE",38.45904943,-90.09291706,2020,1,NA
"1638","IL0342",2,"3033100","H.A. PEINE PUBLIC LIBRARY DISTRICT","202 NORTH MAIN STREET","MINIER","IL",61759,NA,"CE",40.43456033,-89.3147088,2020,1,NA
"1639","IL0343",2,"3027300","FILGER PUBLIC LIBRARY","261 EAST FIFTH STREET","MINONK","IL",61760,NA,"CE",40.90188702,-89.03165201,2020,1,NA
"1640","IL0344",2,"3046200","MOKENA COMMUNITY PUBLIC LIBRARY DISTRICT","11327 WEST 195TH STREET","MOKENA","IL",60448,NA,"CE",41.53506236,-87.89165115,2020,1,NA
"1641","IL0345",2,"3046300","MOLINE PUBLIC LIBRARY","3210 41ST STREET","MOLINE","IL",61265,NA,"CE",41.4806962,-90.47873454,2020,1,NA
"1642","IL0346",2,"3024600","EDWARD CHIPMAN PUBLIC LIBRARY","126 NORTH LOCUST STREET","MOMENCE","IL",60954,NA,"CE",41.16398708,-87.66126667,2020,1,NA
"1643","IL0347",2,"3000700","MONTICELLO TOWNSHIP LIBRARY","4000 GREEN APPLE LANE","MONTICELLO","IL",61856,NA,"CE",40.0287124,-88.60440738,2020,1,NA
"1644","IL0348",2,"3046500","MOORE MEMORIAL LIBRARY DISTRICT","509 MAIN STREET","HILLSDALE","IL",61257,NA,"CE",41.6136225,-90.17709298,2020,1,NA
"1645","IL0349",2,"3046600","MORRIS AREA PUBLIC LIBRARY DISTRICT","604 LIBERTY STREET","MORRIS","IL",60450,NA,"CE",41.36142214,-88.42394593,2020,1,NA
"1646","IL0350",2,"3051000","ODELL PUBLIC LIBRARY","307 SOUTH MADISON STREET","MORRISON","IL",61270,NA,"CE",41.80563015,-89.9658059,2020,1,NA
"1647","IL0352",2,"3047000","MORTON PUBLIC LIBRARY DISTRICT","315 WEST PERSHING STREET","MORTON","IL",61550,NA,"CE",40.61207191,-89.46447421,2020,1,NA
"1648","IL0353",2,"3046900","MORTON GROVE PUBLIC LIBRARY","6140 LINCOLN AVENUE","MORTON GROVE","IL",60053,NA,"CE",42.03537539,-87.78082052,2020,1,NA
"1649","IL0355",2,"3047200","MOUNDS PUBLIC LIBRARY","418 FIRST STREET","MOUNDS","IL",62964,NA,"CE",37.11430526,-89.19749869,2020,1,NA
"1650","IL0357",2,"3047600","MOUNT CARROLL DISTRICT LIBRARY","208 NORTH MAIN STREET","MOUNT CARROLL","IL",61053,NA,"CE",42.0996326,-89.97889846,2020,1,NA
"1651","IL0361",2,"3048100","MOUNT PULASKI PUBLIC LIBRARY DISTRICT","320 NORTH WASHINGTON STREET","MOUNT PULASKI","IL",62548,NA,"CE",40.012486,-89.28519746,2020,1,NA
"1652","IL0362",3,"3006801","VERSAILLES BRANCH LIBRARY","211 NORTH CHESTNUT","VERSAILLES","IL",62378,NA,"BR",39.888961,-90.65901,2015,1,NA
"1653","IL0364",2,"3048200","MOUNT ZION PUBLIC LIBRARY DISTRICT","115 WEST MAIN STREET","MOUNT ZION","IL",62549,NA,"CE",39.77030164,-88.87186645,2020,1,NA
"1654","IL0365",2,"3047300","MOWEAQUA PUBLIC LIBRARY DISTRICT","600 NORTH PUTNAM STREET","MOWEAQUA","IL",62550,NA,"CE",39.62995402,-89.01518012,2020,1,NA
"1655","IL0370",2,"3048600","NAUVOO PUBLIC LIBRARY","1270 MULHOLLAND STREET","NAUVOO","IL",62354,NA,"CE",40.54980409,-91.3821167,2020,1,NA
"1656","IL0371",2,"3048700","NEOGA PUBLIC LIBRARY DISTRICT","551 CHESTNUT AVENUE","NEOGA","IL",62447,NA,"CE",39.31892286,-88.45362901,2020,1,NA
"1657","IL0372",2,"3048800","NEPONSET PUBLIC LIBRARY","201 WEST COMMERICAL STREET","NEPONSET","IL",61345,NA,"CE",41.29650874,-89.79116216,2020,1,NA
"1658","IL0374",2,"3049000","NEW BADEN PUBLIC LIBRARY","210 NORTH FIRST STREET","NEW BADEN","IL",62265,NA,"CE",38.53775698,-89.69969254,2020,1,NA
"1659","IL0375",2,"3049100","NEW LENOX PUBLIC LIBRARY DISTRICT","120 VETERANS PARKWAY","NEW LENOX","IL",60451,NA,"CE",41.5138512,-87.97909393,2020,1,NA
"1660","IL0376",2,"3049200","NEW WINDSOR PUBLIC LIBRARY DISTRICT","412 MAIN STREET","NEW WINDSOR","IL",61465,NA,"CE",41.2024075,-90.44151998,2020,1,NA
"1661","IL0380",2,"3049600","NIPPERSINK PUBLIC LIBRARY DISTRICT","5418 HILL ROAD","RICHMOND","IL",60071,NA,"CE",42.46503808,-88.3043754,2020,1,NA
"1662","IL0382",2,"3049800","NORMAL PUBLIC LIBRARY","206 WEST COLLEGE AVENUE","NORMAL","IL",61761,NA,"CE",40.51037184,-88.98657011,2020,1,NA
"1663","IL0383",3,"3049901","ENFIELD READING CENTER","105 EAST MAIN STREET","ENFIELD","IL",62835,NA,"BR",38.09955101,-88.33769643,2020,1,NA
"1664","IL0384",2,"3045300","MESSENGER PUBLIC LIBRARY OF NORTH AURORA","113 OAK STREET","NORTH AURORA","IL",60542,NA,"CE",41.80796237,-88.32863447,2020,1,NA
"1665","IL0385",3,"3050001","NORTH CHICAGO PUBLIC LIBRARY BOOKMOBILE","2100 ARGONNE DRIVE","NORTH CHICAGO","IL",60064,NA,"BS",42.32560118,-87.85793285,2020,1,NA
"1666","IL0388",2,"3050300","NORTHBROOK PUBLIC LIBRARY","1201 CEDAR LANE","NORTHBROOK","IL",60062,NA,"CE",42.13052927,-87.83151393,2020,1,NA
"1667","IL0390",2,"3050600","OAK BROOK PUBLIC LIBRARY","600 OAK BROOK ROAD","OAK BROOK","IL",60523,NA,"CE",41.8336904,-87.93702686,2020,1,NA
"1668","IL0392",2,"3050800","OAK PARK PUBLIC LIBRARY","834 LAKE STREET","OAK PARK","IL",60301,NA,"CE",41.88868752,-87.79635202,2020,1,NA
"1669","IL0392",3,"3050801","MAZE BRANCH LIBRARY","845 SOUTH GUNDERSON AVENUE","OAK PARK","IL",60304,NA,"BR",41.87287636,-87.78669011,2020,1,NA
"1670","IL0392",4,"3050802","DOLE BRANCH LIBRARY","255 AUGUSTA STREET","OAK PARK","IL",60302,NA,"BR",41.89821845,-87.78268557,2020,1,NA
"1671","IL0393",3,"3050900","OAKWOOD PUBLIC LIBRARY DISTRICT","110 EAST FINLEY STREET","OAKWOOD","IL",61858,NA,"CE",40.11471885,-87.77802555,2020,1,NA
"1672","IL0394",2,"3051100","ODELL PUBLIC LIBRARY DISTRICT","301 EAST RICHARD STREET","ODELL","IL",60460,NA,"CE",41.00287538,-88.52171102,2020,1,NA
"1673","IL0396",2,"3051200","OGDEN ROSE PUBLIC LIBRARY","103 WEST MAIN STREET","OGDEN","IL",61859,NA,"CE",40.11399793,-87.95658852,2020,1,NA
"1674","IL0397",2,"3051300","OGLESBY PUBLIC LIBRARY DISTRICT","111 SOUTH WOODLAND AVENUE","OGLESBY","IL",61348,NA,"CE",41.29495389,-89.06261617,2020,1,NA
"1675","IL0398",2,"3051400","OHIO PUBLIC LIBRARY DISTRICT","112 NORTH MAIN STREET","OHIO","IL",61349,NA,"CE",41.55809053,-89.4616265,2020,1,NA
"1676","IL0399",2,"3051500","OLMSTED PUBLIC LIBRARY","160 NORTH FRONT STREET","OLMSTED","IL",62970,NA,"CE",37.1799486,-89.0890514,2014,1,NA
"1677","IL0399",NA,"30515","OLMSTED PUBLIC LIBRARY","160 NORTH FRONT STREET","OLMSTED","IL",62970,"SO",NA,37.181083,-89.088486,2015,1,NA
"1678","IL0401",2,"3051800","ONARGA COMMUNITY PUBLIC LIBRARY DISTRICT","209 WEST SEMINARY AVENUE","ONARGA","IL",60955,NA,"CE",40.71512468,-88.00879321,2020,1,NA
"1679","IL0402",2,"3032800","GREIG MEMORIAL LIBRARY","110 SOUTH JOY STREET","ONEIDA","IL",61467,NA,"CE",41.071991,-90.22204747,2020,1,NA
"1680","IL0404",2,"3051900","OREGON PUBLIC LIBRARY DISTRICT","300 JEFFERSON STREET","OREGON","IL",61061,NA,"CE",42.01330387,-89.33170168,2020,1,NA
"1681","IL0407",2,"3057200","REDDICK PUBLIC LIBRARY DISTRICT","1010 CANAL STREET","OTTAWA","IL",61350,NA,"CE",41.35054536,-88.84587677,2020,1,NA
"1682","IL0408",2,"3052400","PALATINE PUBLIC LIBRARY DISTRICT","700 NORTH NORTH COURT","PALATINE","IL",60067,NA,"CE",42.12181695,-88.03664341,2020,1,NA
"1683","IL0408",3,"3052401","NORTH HOFFMAN BRANCH","3600 LEXINGTON DRIVE","HOFFMAN ESTATES","IL",60192,NA,"BR",42.08903646,-88.10493673,2020,1,NA
"1684","IL0408",4,"3052403","PALATINE PUBLIC LIBRARY DISTRICT BOOKMOBILE","700 NORTH NORTH COURT","PALATINE","IL",60067,NA,"BS",42.121862,-88.036701,2016,1,NA
"1685","IL0408",5,"3052402","RAND ROAD BRANCH","1585 RAND ROAD","PALATINE","IL",60074,NA,"BR",42.13743919,-88.01939027,2020,1,NA
"1686","IL0411",2,"3052700","PALOS PARK PUBLIC LIBRARY","12330 SOUTH FOREST GLEN BOULEVARD","PALOS PARK","IL",60464,NA,"CE",41.66515855,-87.83799281,2020,1,NA
"1687","IL0412",2,"3008500","CARNEGIE-SCHUYLER LIBRARY","303 EAST SECOND STREET","PANA","IL",62557,NA,"CE",39.38861857,-89.07879337,2020,1,NA
"1688","IL0416",2,"3053400","PATOKA PUBLIC LIBRARY","210 WEST BOND STREET","PATOKA","IL",62875,NA,"CE",38.75409741,-89.09700826,2020,1,NA
"1689","IL0417",2,"3053500","PAW PAW PUBLIC LIBRARY DISTRICT","362 CHICAGO ROAD","PAW PAW","IL",61353,NA,"CE",41.68862327,-88.98242912,2020,1,NA
"1690","IL0418",2,"3053600","PAWNEE PUBLIC LIBRARY","613 DOUGLAS STREET","PAWNEE","IL",62558,NA,"CE",39.59178747,-89.58096297,2020,1,NA
"1691","IL0419",2,"3053700","PAXTON CARNEGIE LIBRARY","254 SOUTH MARKET STREET","PAXTON","IL",60957,NA,"CE",40.45875617,-88.09830874,2020,1,NA
"1692","IL0420",2,"3053800","PEARL CITY PUBLIC LIBRARY DISTRICT","221 SOUTH MAIN STREET","PEARL CITY","IL",61062,NA,"CE",42.26470887,-89.82616323,2020,1,NA
"1693","IL0421",2,"3053900","PECATONICA PUBLIC LIBRARY DISTRICT","400 WEST ELEVENTH STREET","PECATONICA","IL",61063,NA,"CE",42.3048703,-89.3636343,2020,1,NA
"1694","IL0423",16,"3054207","PEORIA PUBLIC LIBRARY BOOKMOBILE","107 NORTHEAST MONROE STREET","PEORIA","IL",61602,NA,"BS",40.6949836,-89.59238532,2020,1,NA
"1695","IL0425",2,"3054300","PEOTONE PUBLIC LIBRARY DISTRICT","515 NORTH FIRST STREET","PEOTONE","IL",60468,NA,"CE",41.33842488,-87.79234379,2020,1,NA
"1696","IL0426",2,"3054400","PERU PUBLIC LIBRARY","1409 ELEVENTH STREET","PERU","IL",61354,NA,"CE",41.33405443,-89.12432627,2020,1,NA
"1697","IL0427",2,"3054500","PETERSBURG PUBLIC LIBRARY","220 SOUTH SIXTH STREET","PETERSBURG","IL",62675,NA,"CE",40.01005857,-89.84827269,2020,1,NA
"1698","IL0428",2,"3054600","PHILO PUBLIC LIBRARY DISTRICT","115 EAST WASHINGTON STREET","PHILO","IL",61864,NA,"CE",40.00697251,-88.156943,2020,1,NA
"1699","IL0430",2,"3054900","PIPER CITY PUBLIC LIBRARY DISTRICT","39 WEST MAIN STREET","PIPER CITY","IL",60959,NA,"CE",40.75883233,-88.19141123,2020,1,NA
"1700","IL0431",2,"3055000","PITTSFIELD PUBLIC LIBRARY","205 NORTH MEMORIAL STREET","PITTSFIELD","IL",62363,NA,"CE",39.60805963,-90.80763337,2020,1,NA
"1701","IL0432",2,"3055100","PLAINFIELD PUBLIC LIBRARY DISTRICT","15025 SOUTH ILLINOIS STREET","PLAINFIELD","IL",60544,NA,"CE",41.60908047,-88.20363632,2020,1,NA
"1702","IL0434",4,"3055200","PLANO COMMUNITY LIBRARY DISTRICT","15 WEST NORTH STREET","PLANO","IL",60545,NA,"CE",41.66340547,-88.53795423,2020,1,NA
"1703","IL0436",2,"3055300","PONTIAC PUBLIC LIBRARY","211 EAST MADISON STREET","PONTIAC","IL",61764,NA,"CE",40.88037256,-88.62724103,2020,1,NA
"1704","IL0438",2,"3055600","POTOMAC PUBLIC LIBRARY DISTRICT","110 EAST STATE STREET","VERMILION","IL",61865,NA,"CE",40.30510667,-87.79946586,2020,1,NA
"1705","IL0439",2,"3055800","PRAIRIE TRAILS PUBLIC LIBRARY DISTRICT","8449 SOUTH MOODY AVENUE","BURBANK","IL",60459,NA,"CE",41.73858117,-87.77371627,2020,1,NA
"1706","IL0442",2,"3034300","HENRY C. ADAMS MEMORIAL LIBRARY","209 WEST THIRD STREET","PROPHETSTOWN","IL",61277,NA,"CE",41.67150838,-89.93804059,2020,1,NA
"1707","IL0448",2,"3057400","RICHTON PARK PUBLIC LIBRARY DISTRICT","22310 LATONIA LANE","RICHTON PARK","IL",60471,NA,"CE",41.4840834,-87.72554014,2020,1,NA
"1708","IL0450",2,"3026000","ELWOOD LIBRARY DISTRICT","104 NORTH STATE STREET","RIDGE FARM","IL",61870,NA,"CE",39.89641344,-87.65190948,2020,1,NA
"1709","IL0451",2,"3057500","RIVER FOREST PUBLIC LIBRARY","735 LATHROP AVENUE","RIVER FOREST","IL",60305,NA,"CE",41.89268733,-87.81484297,2020,1,NA
"1710","IL0452",2,"3057600","RIVER GROVE PUBLIC LIBRARY DISTRICT","8638 WEST GRAND AVENUE","RIVER GROVE","IL",60171,NA,"CE",41.92965332,-87.84201763,2020,1,NA
"1711","IL0453",2,"3057700","RIVER VALLEY DISTRICT LIBRARY","214 SOUTH MAIN STREET","PORT BYRON","IL",61275,NA,"CE",41.6049013,-90.33632391,2020,1,NA
"1712","IL0456",2,"3058000","ROBERT R. JONES PUBLIC LIBRARY DISTRICT","900 FIRST STREET","COAL VALLEY","IL",61240,NA,"CE",41.44305018,-90.46105216,2020,1,NA
"1713","IL0457",2,"3058200","ROBINSON PUBLIC LIBRARY DISTRICT","606 NORTH JEFFERSON STREET","ROBINSON","IL",62454,NA,"CE",39.010728,-87.73819929,2020,1,NA
"1714","IL0457",3,"3058201","SUSIE WESLEY MEMORIAL BRANCH LIBRARY","104 SOUTH CENTRAL AVE","FLAT ROCK","IL",62427,NA,"BR",38.90036557,-87.67508798,2020,1,NA
"1715","IL0457",4,"3058202","OBLONG PUBLIC BRANCH LIBRARY","110 EAST MAIN STREET","OBLONG","IL",62449,NA,"BR",39.0018125,-87.90842502,2020,1,NA
"1716","IL0457",5,"3058203","HUTSONVILLE PUBLIC BRANCH LIBRARY","101 SOUTH MAIN STREET","HUTSONVILLE","IL",62433,NA,"BR",39.10944317,-87.65655292,2020,1,NA
"1717","IL0459",2,"3058300","ROCHESTER PUBLIC LIBRARY DISTRICT","1 COMMUNITY DRIVE","ROCHESTER","IL",62563,NA,"CE",39.74476068,-89.5259175,2020,1,NA
"1718","IL0460",2,"3020600","ROCK FALLS PUBLIC LIBRARY DISTRICT","1007 SEVENTH AVENUE","ROCK FALLS","IL",61071,NA,"CE",41.77107542,-89.69747545,2020,1,NA
"1719","IL0461",2,"3058400","ROCK ISLAND PUBLIC LIBRARY","401 NINETEENTH STREET","ROCK ISLAND","IL",61201,NA,"CE",41.50854223,-90.57323823,2020,1,NA
"1720","IL0461",3,"3058401","SOUTHWEST BRANCH LIBRARY","9010 RIDGEWOOD ROAD","ROCK ISLAND","IL",61201,NA,"BR",41.42961294,-90.59412468,2020,1,NA
"1721","IL0461",4,"3058402","30/31 BRANCH LIBRARY","3059 30TH STREET","ROCK ISLAND","IL",61201,NA,"BR",41.47918499,-90.55745251,2020,1,NA
"1722","IL0464",2,"3059000","ROODHOUSE PUBLIC LIBRARY","220 WEST FRANKLIN STREET","ROODHOUSE","IL",62082,NA,"CE",39.48235665,-90.37236115,2020,1,NA
"1723","IL0467",2,"3059300","ROUND LAKE AREA PUBLIC LIBRARY DISTRICT","906 HART ROAD","ROUND LAKE","IL",60073,NA,"CE",42.35775516,-88.10583367,2020,1,NA
