"","ros_entity_number","FSCSKEY","FSCS_SEQ","ros_entity_name","ros_entity_type","is_school_library_independent","ros_subtype","ros_status","ros_physical_address","ros_physical_city","ros_physical_state","ros_physical_zipcode","ros_physical_zipcode_ext","ros_physical_county","ros_latitude","ros_longitude","ros_congressional_district","ros_urban_rural_status","ros_number_of_full_time_students","ros_total_number_of_part_time_students","ros_peak_number_of_part_time_students","ros_number_of_nslp_students","billed_entity_number","organization_name","organization_entity_type_name","org_address1","org_city","org_state","org_zipcode","org_congressional_district","funding_year","application_number","funding_request_number","form_471_line_item_number","is_certified_in_window","form_471_status_name","form_471_frn_status_name","pending_reason","spin_name","spin_number","chosen_category_of_service","form_471_service_type_name","form_471_function_name","form_471_product_name","upload_speed","form_471_upload_speed_unit_name","download_speed","form_471_download_speed_unit_name","total_monthly_cost","monthly_recur_ineligible_cost","monthly_recurring_unit_eligible_costs","monthly_quantity","total_monthly_eligible_recurring_costs","months_of_service","total_eligible_recurring_costs","total_one_time_cost","one_time_ineligible_cost","one_time_eligible_costs","one_time_quantity","total_eligible_one_time_costs","pre_discount_extended_eligible_line_item_costs","dis_pct","post_discount_extended_eligible_line_item_costs","post_discount_applicant_share","ros_square_footage","qty_allocation","tribal_type","form_471_frn_fiber_type_name","form_471_frn_fiber_sub_type_name","ros_physical_address_2","original_allocation","count_ros","cat1_discount_by_ros_estimated","cat2_discount_by_ros","MOST_RECENT_PLS","form_471_purpose_name","form_version","connection_directly_school","connection_supports_service","download_speed_mbps","upload_speed_mbps","speed_tier","gigabit_binary","POPU_LSA","LOCALE_ADD","LOCALE","LOCALE_ADD_DESCR","LOCALE_TOP_LEVEL_DESCR","speed_benchmark","pop_category","count_ents"
"266",17002015,"TN0062",2,"linebaugh public library","library","No","main branch, public library","Active","105 W Vine Street","Murfreesboro","TN",37130,3501,"Rutherford",35.844624,-86.392212,"Congressional District 4","Urban",NA,NA,NA,NA,128243,"Rutherford County Library System","library system","105 W Vine Street","Murfreesboro","TN",37130,"Congressional District 4",2022,221021491,2299028575,2299028575.005,"In-Window","Committed","Funded","FCDL Issued","United Telephone Company",143001642,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",579.8,0,579.8,1,579.8,12,6957.6,0,0,0,0,0,6957.6,0.6,4174.56,2783.04,32517,1,NA,NA,NA,NA,6957.6,1,4174.56,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",296569,NA,12,"City Midsize","City","bandwidth target met","over50",2
"267",17002015,"TN0062",2,"linebaugh public library","library","No","main branch, public library","Active","105 W Vine Street","Murfreesboro","TN",37130,3501,"Rutherford",35.844624,-86.392212,"Congressional District 4","Urban",NA,NA,NA,NA,128243,"Rutherford County Library System","library system","105 W Vine Street","Murfreesboro","TN",37130,"Congressional District 4",2022,221021491,2299028575,2299028575.006,"In-Window","Committed","Funded","FCDL Issued","United Telephone Company",143001642,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",146.45,0,146.45,1,146.45,12,1757.4,0,0,0,0,0,1757.4,0.6,1054.44,702.96,32517,1,NA,NA,NA,NA,1757.4,1,1054.44,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",296569,NA,12,"City Midsize","City","bandwidth target met","over50",2
"268",17024166,"TN0062",2,"rutherford county library administrative building","non-instructional facility (nif)",NA,NA,"Active","1127 B  Dow St","Murfreesboro","TN",37130,3501,"Rutherford",35.85759,-86.38044,"Congressional District 4",NA,NA,NA,NA,NA,128243,"Rutherford County Library System","library system","105 W Vine Street","Murfreesboro","TN",37130,"Congressional District 4",2022,221021491,2299028575,2299028575.003,"In-Window","Committed","Funded","FCDL Issued","United Telephone Company",143001642,"Category1","Data Transmission and/or Internet Access","Copper","Ethernet",150,"Mbps",150,"Mbps",586.4,0,586.4,1,586.4,12,7036.8,0,0,0,0,0,7036.8,0.6,4222.08,2814.72,NA,1,NA,NA,NA,NA,7036.8,1,4222.08,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",150,150,"served_not_gigabit","not_gigabit",296569,NA,12,"City Midsize","City","bandwidth target not met","over50",2
"269",16072730,"TX0024",15,"pearland westside branch library","library","No","public library","Active","3522 Libery Drive","Pearland","TX",77581,NA,"Brazoria",29.551069,-95.258078,"Congressional District 22","Urban",NA,NA,NA,NA,141320,"Brazoria County Library System","library system","451 N. Velasco, Suite 250","Angleton","TX",77515,"Congressional District 14",2022,221000107,2299019010,2299019010.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Business Communications",143003990,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1495,0,1495,5,7475,12,89700,0,0,0,0,0,89700,0.8,71760,17940,10000,1,NA,NA,NA,NA,NA,5,14352,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",374264,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"270",16072730,"TX0024",15,"pearland westside branch library","library","No","public library","Active","3522 Libery Drive","Pearland","TX",77581,NA,"Brazoria",29.551069,-95.258078,"Congressional District 22","Urban",NA,NA,NA,NA,141320,"Brazoria County Library System","library system","451 N. Velasco, Suite 250","Angleton","TX",77515,"Congressional District 14",2022,221000107,2299019010,2299019010.004,"In-Window","Committed","Funded","FCDL Issued","Comcast Business Communications",143003990,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Mbps",20,"Mbps",250,0,250,9,2250,12,27000,0,0,0,0,0,27000,0.8,21600,5400,10000,1,NA,NA,NA,NA,3000,9,2400,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",20,20,"unserved","not_gigabit",374264,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",2
"271",17028142,"TX0024",15,"pearland shadowcreek library","library","No","public library","Active","11801 Shadow Creek Pkwy","Pearland","TX",77584,NA,"Brazoria",29.578485,-95.401869,"Congressional District 22","Urban",NA,NA,NA,NA,141320,"Brazoria County Library System","library system","451 N. Velasco, Suite 250","Angleton","TX",77515,"Congressional District 14",2022,221000107,2299019010,2299019010.004,"In-Window","Committed","Funded","FCDL Issued","Comcast Business Communications",143003990,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Mbps",20,"Mbps",250,0,250,9,2250,12,27000,0,0,0,0,0,27000,0.8,21600,5400,39000,1,NA,NA,NA,NA,3000,9,2400,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",20,20,"unserved","not_gigabit",374264,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",2
"272",17028142,"TX0024",15,"pearland shadowcreek library","library","No","public library","Active","11801 Shadow Creek Pkwy","Pearland","TX",77584,NA,"Brazoria",29.578485,-95.401869,"Congressional District 22","Urban",NA,NA,NA,NA,141320,"Brazoria County Library System","library system","451 N. Velasco, Suite 250","Angleton","TX",77515,"Congressional District 14",2022,221000107,2299019010,2299019010.005,"In-Window","Committed","Funded","FCDL Issued","Comcast Business Communications",143003990,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1425,0,1425,1,1425,12,17100,0,0,0,0,0,17100,0.8,13680,3420,39000,1,NA,NA,NA,NA,NA,1,13680,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",374264,NA,21,"Suburban Large","Suburban","bandwidth target met","over50",2
"273",16064257,"UT0008",2,"tremonton city library senior branch","library","No","public library","Active","510 W. 1000 N.","Tremonton","UT",84337,NA,"Box Elder",41.7265182,-112.175045,"Congressional District 1","Rural",NA,NA,NA,NA,150246,"Utah Education And Telehealth Network","consortium","101 Wasatch Drive","Salt Lake City","UT",84112,"Congressional District 2",2022,221009766,2299011282,2299011282.001,"In-Window","Committed","Funded","FCDL Issued","Utah Telecommunication Open Infrastructure Agency",143031199,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",445,0,445,2,890,12,10680,0,0,0,0,0,10680,0.53,5660.4,5019.6,900,NA,NA,NA,NA,NA,5340,2,2830.2,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",9206,NA,32,"Town Distant","Town","bandwidth target met","under50",2
"274",17006407,"UT0008",2,"tremonton city library-main branch","library","No","main branch, public library","Active","210 N Tremont St","Tremonton","UT",84337,NA,"Box Elder",41.7145873,-112.165706,"Congressional District 1","Rural",NA,NA,NA,NA,150246,"Utah Education And Telehealth Network","consortium","101 Wasatch Drive","Salt Lake City","UT",84112,"Congressional District 2",2022,221009766,2299011282,2299011282.001,"In-Window","Committed","Funded","FCDL Issued","Utah Telecommunication Open Infrastructure Agency",143031199,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",445,0,445,2,890,12,10680,0,0,0,0,0,10680,0.53,5660.4,5019.6,0,NA,NA,NA,NA,NA,5340,2,2830.2,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",9206,NA,32,"Town Distant","Town","bandwidth target met","under50",2
"275",142810,"UT0021",2,"roosevelt branch library","library","No","new construction library, public library","Active","50 N. 200 W.","Roosevelt","UT",84066,2841,"Duchesne",40.300126,-109.994985,"Congressional District 1","Rural",NA,NA,NA,NA,150246,"Utah Education And Telehealth Network","consortium","101 Wasatch Drive","Salt Lake City","UT",84112,"Congressional District 2",2022,221024333,2299033562,2299033562.001,"In-Window","Committed","Funded","FCDL Issued","UBTA-UBET Communications, Inc",143002571,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",735.46,0,735.46,2,1470.92,12,17651.04,0,0,0,0,0,17651.04,0.7,12355.728,5295.31,16700,NA,NA,NA,NA,NA,8825.52,2,6177.864,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",19938,NA,33,"Town Remote","Town","bandwidth target met","under50",2
"276",147249,"UT0021",2,"duchesne county library","library","No","main branch, public library","Active","130 South Center St.","Duchesne","UT",84021,NA,"Duchesne",40.161974,-110.401172,"Congressional District 1","Rural",NA,NA,NA,NA,150246,"Utah Education And Telehealth Network","consortium","101 Wasatch Drive","Salt Lake City","UT",84112,"Congressional District 2",2022,221024333,2299033562,2299033562.001,"In-Window","Committed","Funded","FCDL Issued","UBTA-UBET Communications, Inc",143002571,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",735.46,0,735.46,2,1470.92,12,17651.04,0,0,0,0,0,17651.04,0.7,12355.728,5295.31,8975,NA,NA,NA,NA,NA,8825.52,2,6177.864,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",19938,NA,33,"Town Remote","Town","bandwidth target met","under50",2
"277",17022458,"UT0048",2,"salt lake county library granite library","library","No","public library","Active","3375 S. 500 E.","Salt Lake City","UT",84106,NA,NA,40.697988,-111.876741,"Congressional District 4","Urban",NA,NA,NA,NA,150246,"Utah Education And Telehealth Network","consortium","101 Wasatch Drive","Salt Lake City","UT",84112,"Congressional District 2",2022,221009557,2299011065,2299011065.002,"In-Window","Committed","Funded","FCDL Issued","CenturyLink Qwest Corporation",143005231,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",100,0,100,3,300,12,3600,0,0,0,0,0,3600,0.6,2160,1440,31804,NA,NA,NA,NA,NA,128.57,28,77.1428571428571,NA,2020,"Backbone circuit for consortium that provides connectivity between aggregation points or other non-user facilities","Current","No","Yes",1000,1000,"gigabit","gigabit",200567,NA,12,"City Midsize","City","bandwidth target met","over50",2
"278",17022458,"UT0048",2,"salt lake county library granite library","library","No","public library","Active","3375 S. 500 E.","Salt Lake City","UT",84106,NA,NA,40.697988,-111.876741,"Congressional District 4","Urban",NA,NA,NA,NA,150246,"Utah Education And Telehealth Network","consortium","101 Wasatch Drive","Salt Lake City","UT",84112,"Congressional District 2",2022,221009741,2299011240,2299011240.002,"In-Window","Committed","Funded","FCDL Issued","CenturyLink Qwest Corporation",143005231,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",500,0,500,1,500,12,6000,0,0,0,0,0,6000,0.5,3000,3000,31804,NA,NA,NA,NA,NA,260.87,23,130.434782608696,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",10000,10000,"gigabit","gigabit",200567,NA,12,"City Midsize","City","bandwidth target met","over50",2
"279",17022458,"UT0048",2,"salt lake county library granite library","library","No","public library","Active","3375 S. 500 E.","Salt Lake City","UT",84106,NA,NA,40.697988,-111.876741,"Congressional District 4","Urban",NA,NA,NA,NA,150246,"Utah Education And Telehealth Network","consortium","101 Wasatch Drive","Salt Lake City","UT",84112,"Congressional District 2",2022,221009766,2299026793,2299026793.001,"In-Window","Committed","Funded","FCDL Issued","Utah Telecommunication Open Infrastructure Agency",143031199,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",327,0,327,4,1308,12,15696,0,0,0,0,0,15696,0.53,8318.88,7377.12,31804,NA,NA,NA,NA,NA,3924,4,2079.72,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",1000,1000,"gigabit","gigabit",200567,NA,12,"City Midsize","City","bandwidth target met","over50",2
"280",16068494,"UT0048",2,"salt lake city public library main branch","library","No","main branch, public library","Active","210 E 400 S","Salt Lake City","UT",84111,NA,"Salt Lake",40.760082,-111.884841,"Congressional District 2","Urban",NA,NA,NA,NA,150246,"Utah Education And Telehealth Network","consortium","101 Wasatch Drive","Salt Lake City","UT",84112,"Congressional District 2",2022,221020435,2299026855,2299026855.001,"In-Window","Committed","Funded","FCDL Issued","Central Utah Telephone Inc.",143002564,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",500,0,500,1,500,12,6000,0,0,0,1,0,6000,0.8,4800,1200,240000,NA,NA,NA,NA,NA,750,8,600,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",10000,10000,"gigabit","gigabit",200567,NA,12,"City Midsize","City","bandwidth target met","over50",2
"281",16068494,"UT0048",2,"salt lake city public library main branch","library","No","main branch, public library","Active","210 E 400 S","Salt Lake City","UT",84111,NA,"Salt Lake",40.760082,-111.884841,"Congressional District 2","Urban",NA,NA,NA,NA,150246,"Utah Education And Telehealth Network","consortium","101 Wasatch Drive","Salt Lake City","UT",84112,"Congressional District 2",2022,221020435,2299026855,2299026855.002,"In-Window","Committed","Funded","FCDL Issued","Central Utah Telephone Inc.",143002564,"Category1","Data Transmission and/or Internet Access","Other","Other",10,"Gbps",10,"Gbps",0,0,0,1,0,12,0,3904.15,0,3904.15,1,3904.15,3904.15,0.8,3123.32,780.83,240000,NA,NA,NA,NA,NA,488.01,8,390.415,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",10000,10000,"gigabit","gigabit",200567,NA,12,"City Midsize","City","bandwidth target met","over50",2
"282",16068494,"UT0048",2,"salt lake city public library main branch","library","No","main branch, public library","Active","210 E 400 S","Salt Lake City","UT",84111,NA,"Salt Lake",40.760082,-111.884841,"Congressional District 2","Urban",NA,NA,NA,NA,150246,"Utah Education And Telehealth Network","consortium","101 Wasatch Drive","Salt Lake City","UT",84112,"Congressional District 2",2022,221020435,2299047545,2299047545.001,"In-Window","Committed","Funded","FCDL Issued","Central Utah Telephone Inc.",143002564,"Category1","Data Transmission and/or Internet Access","Other","Other",10,"Gbps",10,"Gbps",0,0,0,0,0,12,0,2500,0,2500,1,2500,2500,0.8,2000,500,240000,NA,NA,NA,NA,NA,312.5,8,250,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",10000,10000,"gigabit","gigabit",200567,NA,12,"City Midsize","City","bandwidth target met","over50",2
"283",16083901,"VA0012",5,"new timbrook branch library","library","No","public library","Active","18891 Leesville Rd","Lynchburg","VA",24501,NA,NA,37.3199854,-79.2353688,"Congressional District 5","Urban",NA,NA,NA,NA,17009369,"Campbell County Consortium","consortium","684 Village Hwy","Rustburg","VA",24588,"Congressional District 5",2022,221029359,2299042013,2299042013.001,"In-Window","Committed","Funded","FCDL Issued","Conterra Ultra Broadband, LLC",143025700,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",1459,0,1459,19,27721,12,332652,0,0,0,0,0,332652,0.7,232856.4,99795.6,5000,NA,NA,NA,NA,NA,17508,19,12255.6,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",10000,10000,"gigabit","gigabit",55503,NA,22,"Suburban Midsize","Suburban","bandwidth target met","over50",2
"284",187469,"VA0012",5,"timbrook branch","library","No","public library","Active","21039 Timberlake Rd Ste F","Lynchburg","VA",24502,7245,NA,37.3352442,-79.2442949,"Congressional District 5","Urban",NA,NA,NA,NA,17009369,"Campbell County Consortium","consortium","684 Village Hwy","Rustburg","VA",24588,"Congressional District 5",2022,221029359,2299042013,2299042013.001,"In-Window","Committed","Funded","FCDL Issued","Conterra Ultra Broadband, LLC",143025700,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",10,"Gbps",10,"Gbps",1459,0,1459,19,27721,12,332652,0,0,0,0,0,332652,0.7,232856.4,99795.6,4000,NA,NA,NA,NA,NA,17508,19,12255.6,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",10000,10000,"gigabit","gigabit",55503,NA,22,"Suburban Midsize","Suburban","bandwidth target met","over50",2
"285",16043395,"VA0043",2,"lonesome pine regional library administrative office","non-instructional facility (nif)",NA,NA,"Active","124 Library Road","Wise","VA",24293,NA,"Wise",36.975542,-82.583946,"Congressional District 9",NA,NA,NA,NA,NA,126603,"Lonesome Pine Regional Library","library system","124 Library Rd","Wise","VA",24293,"Congressional District 9",2022,221003668,2299012035,2299012035.001,"In-Window","Committed","Funded","FCDL Issued","Point Broadband Fiber Holding, LLC",143052336,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1100,0,1100,1,1100,12,13200,0,0,0,0,0,13200,0.9,11880,1320,NA,1,NA,NA,NA,NA,1320,10,1188,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",104437,NA,32,"Town Distant","Town","bandwidth target not met","over50",2
"286",26282,"VA0043",2,"wise county public library","library","No","main branch, public library","Active","124 Library Rd","Wise","VA",24293,5907,"Wise",36.975542,-82.583946,"Congressional District 9","Rural",NA,NA,NA,NA,126603,"Lonesome Pine Regional Library","library system","124 Library Rd","Wise","VA",24293,"Congressional District 9",2022,221003668,2299012035,2299012035.001,"In-Window","Committed","Funded","FCDL Issued","Point Broadband Fiber Holding, LLC",143052336,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",100,"Mbps",100,"Mbps",1100,0,1100,1,1100,12,13200,0,0,0,0,0,13200,0.9,11880,1320,25274,1,NA,NA,NA,NA,1320,10,1188,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",104437,NA,32,"Town Distant","Town","bandwidth target not met","over50",2
"287",26282,"VA0043",2,"wise county public library","library","No","main branch, public library","Active","124 Library Rd","Wise","VA",24293,5907,"Wise",36.975542,-82.583946,"Congressional District 9","Rural",NA,NA,NA,NA,126603,"Lonesome Pine Regional Library","library system","124 Library Rd","Wise","VA",24293,"Congressional District 9",2022,221003668,2299012054,2299012054.001,"In-Window","Committed","Funded","FCDL Issued","Point Broadband Fiber Holding, LLC",143052336,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",200,"Mbps",200,"Mbps",600,0,600,1,600,12,7200,0,0,0,0,0,7200,0.9,6480,720,25274,NA,NA,NA,NA,NA,7200,1,6480,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",200,200,"served_not_gigabit","not_gigabit",104437,NA,32,"Town Distant","Town","bandwidth target not met","over50",2
"288",16049172,"VA0054",2,"slover memorial library","library","No","main branch, public library","Active","235 E Plume St","Norfolk","VA",23510,1706,NA,36.846621,-76.2904329,"Congressional District 3","Urban",NA,NA,NA,NA,126529,"Norfolk Public Library System","library system","1155 Pineridge Rd.","Norfolk","VA",23502,"Congressional District 3",2022,221011336,2299039475,2299039475.001,"In-Window","Committed","Funded","FCDL Issued","LUMOS Networks Inc",143003814,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1700,0,1700,1,1700,12,20400,0,0,0,0,0,20400,0.8,16320,4080,138000,0.05882,NA,NA,NA,NA,NA,17,960,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",246256,NA,12,"City Midsize","City","bandwidth target met","over50",2
"289",17002511,"VA0054",2,"norfolk public library administrative office","non-instructional facility (nif)",NA,NA,"Active","1155 Pineridge Road","Norfolk","VA",23502,NA,NA,36.86108,-76.230082,"Congressional District 3",NA,NA,NA,NA,NA,126529,"Norfolk Public Library System","library system","1155 Pineridge Rd.","Norfolk","VA",23502,"Congressional District 3",2022,221011336,2299039465,2299039465.001,"In-Window","Committed","Funded","FCDL Issued","Cox Virginia Telcom, LLC",143000013,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",20,"Mbps",20,"Mbps",570,0,570,10,5700,12,68400,0,0,0,0,0,68400,0.8,54720,13680,NA,NA,NA,NA,NA,NA,6840,10,5472,NA,2020,"Data Connection between two or more sites entirely within the applicant’s network","Current","No","Yes",20,20,"unserved","not_gigabit",246256,NA,12,"City Midsize","City","bandwidth target not met","over50",2
"290",17002511,"VA0054",2,"norfolk public library administrative office","non-instructional facility (nif)",NA,NA,"Active","1155 Pineridge Road","Norfolk","VA",23502,NA,NA,36.86108,-76.230082,"Congressional District 3",NA,NA,NA,NA,NA,126529,"Norfolk Public Library System","library system","1155 Pineridge Rd.","Norfolk","VA",23502,"Congressional District 3",2022,221011336,2299039475,2299039475.001,"In-Window","Committed","Funded","FCDL Issued","LUMOS Networks Inc",143003814,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1700,0,1700,1,1700,12,20400,0,0,0,0,0,20400,0.8,16320,4080,NA,0.05882,NA,NA,NA,NA,NA,17,960,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",246256,NA,12,"City Midsize","City","bandwidth target met","over50",2
"291",17011427,"VA0054",6,"broad creek branch library","library","No","new construction library, public library","Active","1425 Norchester Avenue","Norfolk","VA",23504,NA,"Norfolk",36.857228,-76.2555024,"Congressional District 3","Urban",NA,NA,NA,NA,126529,"Norfolk Public Library System","library system","1155 Pineridge Rd.","Norfolk","VA",23502,"Congressional District 3",2022,221011336,2299039475,2299039475.001,"In-Window","Committed","Funded","FCDL Issued","LUMOS Networks Inc",143003814,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1700,0,1700,1,1700,12,20400,0,0,0,0,0,20400,0.8,16320,4080,29232,0.05882,NA,NA,NA,NA,NA,17,960,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",246256,NA,12,"City Midsize","City","bandwidth target met","over50",2
"292",210682,"VA0054",6,"jordan-newby branch","library","No","public library","Active","961 Park Ave","Norfolk","VA",23504,3937,NA,36.8516629,-76.2662872,"Congressional District 3","Urban",NA,NA,NA,NA,126529,"Norfolk Public Library System","library system","1155 Pineridge Rd.","Norfolk","VA",23502,"Congressional District 3",2022,221011336,2299039475,2299039475.001,"In-Window","Committed","Funded","FCDL Issued","LUMOS Networks Inc",143003814,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",1,"Gbps",1,"Gbps",1700,0,1700,1,1700,12,20400,0,0,0,0,0,20400,0.8,16320,4080,5519,0.05882,NA,NA,NA,NA,NA,17,960,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",1000,1000,"gigabit","gigabit",246256,NA,12,"City Midsize","City","bandwidth target met","over50",2
"293",17023316,"VA0057",13,"atlee admin building","non-instructional facility (nif)",NA,NA,"Active","9161 Atlee Road","Mechanicsville","VA",23116,NA,"Hanover",37.649292,-77.400395,"Congressional District 1",NA,NA,NA,NA,NA,126495,"Pamunkey Regional Library","library system","7527 Library Drive","Hanover","VA",23069,"Congressional District 1",2022,221011328,2299053136,2299053136.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Business Communications",143003990,"Category1","Data Transmission and/or Internet Access","Copper","Cable Modem",100,"Mbps",100,"Mbps",178.4,0,178.4,1,178.4,12,2140.8,0,0,0,0,0,2140.8,0.6,1284.48,856.32,NA,1,NA,NA,NA,NA,NA,1,1284.48,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",152642,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",2
"294",17023316,"VA0057",13,"atlee admin building","non-instructional facility (nif)",NA,NA,"Active","9161 Atlee Road","Mechanicsville","VA",23116,NA,"Hanover",37.649292,-77.400395,"Congressional District 1",NA,NA,NA,NA,NA,126495,"Pamunkey Regional Library","library system","7527 Library Drive","Hanover","VA",23069,"Congressional District 1",2022,221011328,2299053136,2299053136.002,"In-Window","Committed","Funded","FCDL Issued","Comcast Business Communications",143003990,"Category1","Data Transmission and/or Internet Access","Other","Other",100,"Mbps",100,"Mbps",24.95,0,24.95,1,24.95,12,299.4,0,0,0,0,0,299.4,0.6,179.64,119.76,NA,1,NA,NA,NA,NA,NA,1,179.64,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",100,100,"served_not_gigabit","not_gigabit",152642,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",2
"295",174737,"VA0057",13,"atlee branch library","library","No","new construction library, public library","Active","9212 Rutlandshire Drive","Mechanicsville","VA",23116,NA,"Hanover",37.65361,-77.396745,"Congressional District 1","Urban",NA,NA,NA,NA,126495,"Pamunkey Regional Library","library system","7527 Library Drive","Hanover","VA",23069,"Congressional District 1",2022,221011328,2299053137,2299053137.001,"In-Window","Committed","Funded","FCDL Issued","Comcast Business Communications",143003990,"Category1","Data Transmission and/or Internet Access","Fiber","Ethernet",300,"Mbps",300,"Mbps",630,0,630,1,630,12,7560,0,0,0,1,0,7560,0.6,4536,3024,20000,1,NA,NA,NA,NA,NA,1,4536,NA,2020,"Internet access service that includes a connection from any applicant site directly to the Internet Service Provider","Current","Yes","No",300,300,"served_not_gigabit","not_gigabit",152642,NA,21,"Suburban Large","Suburban","bandwidth target not met","over50",2
